Date,Price,Open,High,Low
3/6/2016,11300,11200,11300,11000
6/6/2016,12000,11300,12000,11100
7/6/2016,11900,12200,12300,11900
8/6/2016,12100,11800,12200,11700
9/6/2016,12100,12000,12100,11900
10/6/2016,11500,12100,12100,11500
13/06/2016,11800,11700,11900,11400
14/06/2016,11800,11900,11900,11700
15/06/2016,11700,11800,11800,11500
16/06/2016,11600,11700,11800,11600
17/06/2016,11300,11500,11800,11300
20/06/2016,11300,11500,11500,11300
21/06/2016,11500,11400,11500,11200
22/06/2016,11500,11500,11700,11400
23/06/2016,11500,11500,11600,11400
24/06/2016,11300,11500,11500,10700
27/06/2016,11300,11100,11400,10900
28/06/2016,11300,11200,11400,11100
29/06/2016,11400,11300,11500,11300
30/06/2016,11300,11300,11500,11200
1/7/2016,11300,11300,11400,11100
4/7/2016,11300,11400,11400,11200
5/7/2016,11400,11300,11600,11200
6/7/2016,11300,11300,11400,11200
7/7/2016,11200,11300,11400,11200
8/7/2016,11200,11200,11300,11000
11/7/2016,11200,11200,11300,11000
12/7/2016,11200,11100,11200,11000
13/07/2016,11500,11100,11700,11100
14/07/2016,11500,11500,11700,11400
15/07/2016,11900,11600,12300,11600
18/07/2016,12100,11900,12100,11900
19/07/2016,11600,12100,12200,11500
20/07/2016,11200,11400,11500,11100
21/07/2016,11300,11200,11500,11200
22/07/2016,11100,11300,11300,11000
25/07/2016,11000,11200,11200,11000
26/07/2016,11200,11000,11200,11000
27/07/2016,11200,11100,11300,11100
28/07/2016,11200,11200,11200,11000
29/07/2016,11300,11000,11300,11000
1/8/2016,11200,11300,11300,11100
2/8/2016,11100,11100,11200,10900
3/8/2016,11000,11000,11100,10800
4/8/2016,10500,10900,11000,10500
5/8/2016,11000,10600,11000,10500
8/8/2016,10900,10500,10900,10500
9/8/2016,10700,10900,10900,10700
10/8/2016,10800,10800,10900,10700
11/8/2016,10900,10800,10900,10700
12/8/2016,10900,10900,11000,10700
15/08/2016,10900,10700,11000,10700
16/08/2016,10700,10800,10900,10700
17/08/2016,10800,10700,10800,10600
18/08/2016,10600,10800,10900,10600
19/08/2016,10600,10600,10700,10500
22/08/2016,10600,10700,10700,10500
23/08/2016,10500,10500,10600,10500
24/08/2016,10500,10500,10600,10500
25/08/2016,10300,10400,10500,10300
26/08/2016,10500,10500,10600,10400
29/08/2016,10500,10500,10600,10500
30/08/2016,10500,10500,10600,10400
31/08/2016,10400,10400,10500,10400
1/9/2016,10200,10500,10500,10100
5/9/2016,10000,10200,10300,10000
6/9/2016,10200,10000,10200,10000
7/9/2016,10000,10200,10200,9900
8/9/2016,9900,10000,10100,9900
9/9/2016,9900,10000,10000,9700
12/9/2016,10000,10000,10200,9880
13/09/2016,9990,10000,10000,9910
14/09/2016,10100,9990,10100,9900
15/09/2016,10100,10000,10100,9920
16/09/2016,9400,10050,10050,9400
19/09/2016,9870,9600,9900,9600
20/09/2016,9790,9890,9890,9590
21/09/2016,9520,9590,9630,9490
22/09/2016,9600,9510,9690,9450
23/09/2016,9500,9520,9680,9500
26/09/2016,9410,9500,9560,9400
27/09/2016,9430,9400,9500,9400
28/09/2016,9430,9430,9650,9420
29/09/2016,9390,9430,9490,9350
30/09/2016,9320,9360,9390,9300
3/10/2016,9200,9320,9390,9050
4/10/2016,9150,9200,9250,9100
5/10/2016,9350,9100,9400,9100
6/10/2016,9610,9350,9680,9350
7/10/2016,9530,9610,9610,9500
10/10/2016,9370,9550,9550,9330
11/10/2016,9250,9300,9330,9190
12/10/2016,9220,9210,9340,9180
13/10/2016,9200,9230,9250,9200
14/10/2016,9210,9190,9330,9190
17/10/2016,9220,9200,9330,9200
18/10/2016,9240,9220,9270,9210
19/10/2016,9480,9230,9590,9230
20/10/2016,9320,9490,9520,9320
21/10/2016,9250,9270,9300,9220
24/10/2016,9200,9250,9250,9200
25/10/2016,9100,9200,9290,9100
26/10/2016,9020,9100,9160,9020
27/10/2016,8950,9020,9060,8950
28/10/2016,8870,9000,9000,8870
31/10/2016,8820,8800,8860,8760
1/11/2016,8500,8700,8800,8450
2/11/2016,8250,8400,8490,8210
3/11/2016,8240,8250,8300,8230
4/11/2016,8380,8260,8410,8260
7/11/2016,8420,8350,8600,8350
8/11/2016,8430,8500,8500,8390
9/11/2016,8250,8300,8430,8010
10/11/2016,8400,8300,8430,8300
11/11/2016,8240,8390,8400,8240
14/11/2016,8010,8240,8240,7950
15/11/2016,8100,8050,8100,7800
16/11/2016,8100,8010,8180,8010
17/11/2016,7910,8100,8100,7910
18/11/2016,7880,7990,7990,7800
21/11/2016,8300,7880,8300,7880
22/11/2016,8270,8250,8350,8000
23/11/2016,8270,8260,8300,8230
24/11/2016,8220,8270,8290,8100
25/11/2016,8100,8220,8220,8060
28/11/2016,7800,8020,8020,7770
29/11/2016,7800,7860,7860,7450
30/11/2016,7500,7700,7700,7380
1/12/2016,7550,7500,7620,7500
2/12/2016,7740,7550,7800,7520
5/12/2016,7500,7610,7640,7450
6/12/2016,7510,7500,7540,7360
7/12/2016,7400,7520,7820,7400
8/12/2016,7910,7500,7910,7470
9/12/2016,7800,7910,7910,7710
12/12/2016,7610,7540,7790,7540
13/12/2016,7620,7610,7660,7600
14/12/2016,7900,7640,7900,7640
15/12/2016,8000,7950,8410,7850
16/12/2016,8200,8000,8260,7990
19/12/2016,8420,8200,8480,8200
20/12/2016,8400,8410,8470,8310
21/12/2016,8260,8340,8370,8250
22/12/2016,8200,8250,8250,8060
23/12/2016,8340,8140,8540,8100
26/12/2016,8350,8440,8500,8350
27/12/2016,8600,8320,8600,8200
28/12/2016,9100,8650,9100,8600
29/12/2016,9400,9140,9400,9040
30/12/2016,9450,9300,9540,9150
3/1/2017,8790,9160,9300,8790
4/1/2017,8200,8610,8780,8200
5/1/2017,8580,8450,8650,8450
6/1/2017,8780,8550,9140,8550
9/1/2017,8990,8660,9080,8640
10/1/2017,9000,8920,9100,8900
11/1/2017,9030,8970,9070,8960
12/1/2017,9040,9030,9070,9000
13/01/2017,8950,9060,9060,8930
16/01/2017,8960,8950,8970,8700
17/01/2017,9240,8810,9300,8810
18/01/2017,9450,9280,9530,9250
19/01/2017,9590,9460,9620,9300
20/01/2017,9500,9530,9610,9430
23/01/2017,9550,9450,9650,9430
24/01/2017,9850,9550,9850,9550
25/01/2017,10200,9850,10350,9850
2/2/2017,10050,10200,10200,9850
3/2/2017,10050,10000,10250,9960
6/2/2017,9950,9950,10100,9940
7/2/2017,9870,9900,9960,9760
8/2/2017,10000,9890,10000,9760
9/2/2017,10200,10100,10350,10000
10/2/2017,10200,10300,10300,10100
13/02/2017,10000,10150,10200,9900
14/02/2017,10100,10050,10300,9970
15/02/2017,9950,10100,10200,9950
16/02/2017,10450,10050,10600,9960
17/02/2017,11000,10350,11000,10350
20/02/2017,11050,11000,11200,10950
21/02/2017,10850,11050,11200,10800
22/02/2017,10950,10700,10950,10600
23/02/2017,11050,11000,11500,10950
24/02/2017,10300,11000,11050,10300
27/02/2017,10450,10100,10750,10100
28/02/2017,10300,10550,10600,10250
1/3/2017,10200,10300,10400,9900
2/3/2017,10200,10300,10300,10100
3/3/2017,10900,10200,10900,10150
6/3/2017,10800,11000,11300,10700
7/3/2017,10500,10700,10900,10450
8/3/2017,10600,10450,10750,10250
9/3/2017,10450,10600,10700,10450
10/3/2017,10450,10450,10750,10400
13/03/2017,10550,10550,10800,10550
14/03/2017,10450,10550,10700,10450
15/03/2017,10350,10450,10550,10350
16/03/2017,10350,10400,10450,10300
17/03/2017,10300,10350,10450,10300
20/03/2017,10550,10400,10600,10400
21/03/2017,10700,10550,10750,10500
22/03/2017,10750,10700,11100,10650
23/03/2017,11400,10750,11500,10750
24/03/2017,11400,11600,11850,11250
27/03/2017,11400,11500,11650,11400
28/03/2017,11150,11350,11400,11150
29/03/2017,11200,11200,11250,11050
30/03/2017,11250,11300,11500,11200
31/03/2017,11450,11400,11850,11200
3/4/2017,12250,11600,12250,11600
4/4/2017,12400,12800,12800,12300
5/4/2017,12300,12250,12600,12050
7/4/2017,13150,11700,13150,11700
10/4/2017,12800,13400,13800,12800
11/4/2017,12650,12700,13000,12550
12/4/2017,12750,12550,13000,12500
13/04/2017,11900,12900,12900,11900
14/04/2017,11600,11700,12200,11350
17/04/2017,11200,11900,12000,11200
18/04/2017,11300,11200,11300,11050
19/04/2017,11600,11300,11700,11300
20/04/2017,11600,11600,11900,11500
21/04/2017,11250,11700,11800,11050
24/04/2017,10500,11000,11400,10500
25/04/2017,11100,10750,11200,10450
26/04/2017,11850,11100,11850,10950
27/04/2017,12400,11900,12600,11900
28/04/2017,11550,12050,12350,11550
3/5/2017,11650,11550,11900,11500
4/5/2017,12150,11600,12250,11600
5/5/2017,12100,12150,12150,11950
8/5/2017,11750,11800,12100,11700
9/5/2017,11900,11750,11900,11700
10/5/2017,12400,11900,12500,11900
11/5/2017,12350,12600,12650,12200
12/5/2017,12200,12200,12450,12200
15/05/2017,12650,12350,13000,12150
16/05/2017,12350,12600,12900,12300
17/05/2017,12500,12500,12600,12350
18/05/2017,12450,12500,12900,12400
19/05/2017,12400,12450,12550,12350
22/05/2017,12700,12400,12900,12350
23/05/2017,12400,12800,12900,12400
24/05/2017,12550,12500,12750,12400
25/05/2017,12400,12550,12750,12350
26/05/2017,12300,12400,12450,12250
29/05/2017,12700,12450,13000,12400
30/05/2017,12600,13000,13100,12550
31/05/2017,12500,12600,12750,12450
1/6/2017,12650,12600,12650,12450
2/6/2017,12400,12650,12650,12400
5/6/2017,12700,12600,12900,12500
6/6/2017,13550,12750,13550,12750
7/6/2017,13450,13900,13950,13400
8/6/2017,13800,13600,13950,13300
9/6/2017,13900,13800,14250,13700
12/6/2017,13800,14000,14200,13700
13/06/2017,13900,13900,13950,13400
14/06/2017,14000,14100,14100,13900
15/06/2017,13750,14000,14050,13700
16/06/2017,13900,13700,13900,13600
19/06/2017,14150,14000,14300,13950
20/06/2017,14550,14300,14600,14300
21/06/2017,14600,14550,14700,14200
22/06/2017,14300,14550,14600,14200
23/06/2017,14200,14200,14300,13900
26/06/2017,14200,14200,14200,13950
27/06/2017,14350,14400,14650,14200
28/06/2017,14200,14400,14400,14000
29/06/2017,14100,14200,14200,13950
30/06/2017,13800,14100,14200,13450
3/7/2017,13600,13800,14000,13600
4/7/2017,13200,13600,13650,12950
5/7/2017,13450,13000,13500,12900
6/7/2017,13450,13600,13750,13350
7/7/2017,13000,13450,13450,13000
10/7/2017,12850,13100,13200,12800
11/7/2017,12600,12850,12900,12400
12/7/2017,12600,12600,12850,12550
13/07/2017,12400,12650,12650,12400
14/07/2017,12100,12350,12500,12050
17/07/2017,11700,12000,12000,11400
18/07/2017,12100,11700,12100,11500
19/07/2017,12050,12400,12400,12050
20/07/2017,11800,12000,12050,11800
21/07/2017,11700,11800,12050,11700
24/07/2017,11850,11800,11900,11650
25/07/2017,12500,11900,12500,11850
26/07/2017,12800,12550,12950,12500
27/07/2017,12650,12600,12900,12600
28/07/2017,12800,12600,12850,12500
31/07/2017,13100,12800,13200,12700
1/8/2017,13000,13100,13100,12950
2/8/2017,12550,12700,12900,12500
3/8/2017,12300,12300,12700,12300
4/8/2017,12700,12500,12750,12400
7/8/2017,12550,12700,12750,12550
8/8/2017,12200,12600,12600,12200
9/8/2017,11800,12200,12200,11800
10/8/2017,11950,11800,12100,11800
11/8/2017,11950,11950,12100,11850
14/08/2017,12100,12000,12150,11950
15/08/2017,11900,12250,12250,11900
16/08/2017,12000,11900,12050,11700
17/08/2017,11850,12050,12100,11850
18/08/2017,11750,11850,11900,11650
21/08/2017,11700,11800,11900,11600
22/08/2017,11700,11800,11800,11600
23/08/2017,11800,11750,11950,11650
24/08/2017,11750,11700,11900,11700
25/08/2017,11800,11750,11800,11700
28/08/2017,11750,11800,11900,11700
29/08/2017,11600,11750,11800,11600
30/08/2017,11450,11750,11750,11400
31/08/2017,11700,11400,11800,11300
1/9/2017,11600,11650,11750,11500
5/9/2017,11850,11700,11900,11500
6/9/2017,11650,11800,11900,11650
7/9/2017,11750,11650,11900,11650
8/9/2017,11650,11750,11800,11650
11/9/2017,11600,11700,11700,11600
12/9/2017,11450,11600,11650,11450
13/09/2017,11500,11500,11550,11400
14/09/2017,11700,11550,11700,11450
15/09/2017,11500,11700,11750,11500
18/09/2017,11800,11550,11950,11550
19/09/2017,11750,11800,11900,11700
20/09/2017,11700,11750,11750,11650
21/09/2017,11600,11700,11700,11550
22/09/2017,11550,11650,11750,11550
25/09/2017,12300,11450,12350,11450
26/09/2017,12500,12550,12800,12350
27/09/2017,12250,12350,12450,12200
28/09/2017,12600,12200,12900,12200
29/09/2017,12500,12600,12650,12400
2/10/2017,12300,12500,12650,12300
3/10/2017,12150,12300,12300,12000
4/10/2017,12200,12000,12350,12000
5/10/2017,12100,12300,12350,12050
6/10/2017,12300,12100,12300,12050
9/10/2017,12450,12600,12600,12350
10/10/2017,12450,12500,12500,12350
11/10/2017,11650,12050,12200,11600
12/10/2017,11600,11650,11900,11600
13/10/2017,11500,11350,11600,11300
16/10/2017,11600,11500,11600,11350
17/10/2017,11450,11600,11600,11450
18/10/2017,11400,11550,11550,11400
19/10/2017,11500,11400,11600,11350
20/10/2017,11550,11550,11550,11450
23/10/2017,11300,11450,11500,11250
24/10/2017,11300,11400,11400,11200
25/10/2017,11300,11300,11400,11300
26/10/2017,11350,11350,11350,11100
27/10/2017,11350,11300,11350,11100
30/10/2017,11250,11400,11400,11150
31/10/2017,11000,11250,11250,11000
1/11/2017,11200,11150,11200,11050
2/11/2017,11300,11300,11300,11100
3/11/2017,11100,11350,11350,11100
6/11/2017,11200,11250,11250,11100
7/11/2017,11200,11250,11250,11150
8/11/2017,11200,11200,11250,11150
9/11/2017,11150,11200,11250,11100
10/11/2017,11400,11100,11450,11100
13/11/2017,11200,11500,11500,11200
14/11/2017,11150,11200,11300,11150
15/11/2017,11450,11200,11450,11150
16/11/2017,12000,11400,12050,11400
17/11/2017,11750,12000,12150,11650
20/11/2017,11850,11700,11850,11650
21/11/2017,11850,11800,11950,11800
22/11/2017,12400,11900,12400,11750
23/11/2017,12350,12450,12600,12150
24/11/2017,12400,12250,12450,12150
27/11/2017,12550,12300,12700,12250
28/11/2017,12600,12600,12650,12400
29/11/2017,13200,12900,13300,12850
30/11/2017,13100,13350,13400,12950
1/12/2017,13000,13050,13100,12900
4/12/2017,13700,13100,13700,13050
5/12/2017,13000,13700,13700,13000
6/12/2017,13250,13000,13250,12800
7/12/2017,13000,13300,13350,12850
8/12/2017,12950,12950,13050,12850
11/12/2017,12300,12800,12850,12300
12/12/2017,12450,12400,12550,11450
13/12/2017,12000,12500,12500,12000
14/12/2017,12500,11900,12500,11900
15/12/2017,12700,12500,12700,12300
18/12/2017,12750,12950,12950,12600
19/12/2017,12550,12900,12900,12500
20/12/2017,12550,12550,12750,12450
21/12/2017,12300,12600,12650,12300
22/12/2017,12550,12300,12650,12300
25/12/2017,12350,12650,12750,12300
26/12/2017,12600,12450,12600,12350
27/12/2017,12850,12650,13100,12600
28/12/2017,12950,12900,13100,12850
29/12/2017,12850,13000,13050,12800
2/1/2018,13400,12850,13500,12700
3/1/2018,13350,13500,13600,13250
4/1/2018,13600,13350,13850,13350
5/1/2018,13600,13700,13800,13450
8/1/2018,14550,13700,14550,13700
9/1/2018,14850,15050,15250,14600
10/1/2018,15600,14700,15650,14500
11/1/2018,16250,15400,16500,15200
12/1/2018,15500,16100,16500,15500
15/01/2018,15350,15350,15600,14950
16/01/2018,14950,15000,15200,14750
17/01/2018,14300,15100,15200,14300
18/01/2018,15000,14150,15000,13900
19/01/2018,15450,15100,15600,14900
22/01/2018,15100,15300,15500,14850
25/01/2018,15400,15200,15900,14850
26/01/2018,15700,15600,15900,15200
29/01/2018,16750,15800,16750,15750
30/01/2018,17100,16600,17300,16250
31/01/2018,16250,17200,17200,16250
1/2/2018,15700,16350,16400,15650
2/2/2018,16250,15800,16400,15550
5/2/2018,15150,15850,16050,15150
6/2/2018,15400,14100,15400,14100
7/2/2018,15750,15900,16100,15600
8/2/2018,14900,15350,15700,14900
9/2/2018,14950,14400,15150,14300
12/2/2018,15900,15400,15900,15200
13/02/2018,15900,16000,16100,15850
21/02/2018,16300,16050,16600,15900
22/02/2018,16100,16100,16700,16000
23/02/2018,16450,16300,16450,16050
26/02/2018,16050,16750,16800,16050
27/02/2018,16150,16200,16250,15900
28/02/2018,16100,16000,16300,15900
1/3/2018,15750,15900,16150,15700
2/3/2018,15700,15500,15800,15450
5/3/2018,14950,15850,15900,14950
6/3/2018,15300,15200,15450,15000
7/3/2018,15050,15350,15350,14950
8/3/2018,15200,15100,15300,15000
9/3/2018,15400,15500,15500,15250
12/3/2018,15950,15550,16150,15450
13/03/2018,16100,16000,16200,15900
14/03/2018,16050,16200,16450,16050
15/03/2018,16150,16050,16400,15900
16/03/2018,16300,16400,16550,16250
19/03/2018,16050,16500,16600,16000
20/03/2018,16000,15900,16050,15900
21/03/2018,16250,16100,16500,16050
22/03/2018,16000,16300,16450,15950
23/03/2018,15750,15500,15800,15400
26/03/2018,15650,15500,15750,15400
27/03/2018,15500,15800,15900,15450
28/03/2018,15350,15450,15500,15300
29/03/2018,15250,15450,15500,15200
30/03/2018,15500,15300,15550,15200
2/4/2018,15800,15650,15900,15550
3/4/2018,15700,15700,15850,15600
4/4/2018,15600,15750,15950,15600
5/4/2018,15700,15650,15750,15550
6/4/2018,16100,15750,16300,15750
9/4/2018,16400,16200,16500,16100
10/4/2018,16200,16500,16650,16000
11/4/2018,15650,16200,16300,15550
12/4/2018,15600,15550,15700,15400
13/04/2018,15450,15750,15800,15350
16/04/2018,15500,15400,15650,15200
17/04/2018,15800,15500,15800,15500
18/04/2018,15500,15850,15850,15500
19/04/2018,15000,15500,15550,15000
20/04/2018,15450,15200,15450,14900
23/04/2018,14400,15450,15500,14400
24/04/2018,14150,14400,14500,14100
26/04/2018,13350,14100,14250,13200
27/04/2018,13850,13350,13950,13300
2/5/2018,13300,13800,13950,13200
3/5/2018,13700,13300,13700,12650
4/5/2018,13450,13700,13800,13350
7/5/2018,13950,13500,13950,13400
8/5/2018,13650,13900,14000,13650
9/5/2018,13500,13600,13750,13450
10/5/2018,12900,13500,13500,12800
11/5/2018,13100,12900,13150,12700
14/05/2018,13100,13300,13300,12950
15/05/2018,13100,13000,13300,13000
16/05/2018,13050,13050,13200,13000
17/05/2018,12750,13050,13100,12750
18/05/2018,12750,12850,12900,12500
21/05/2018,12600,12800,12950,12600
22/05/2018,12000,12500,12550,11750
23/05/2018,12150,12000,12250,11800
24/05/2018,12050,12200,12300,11950
25/05/2018,11650,12000,12100,11650
28/05/2018,10850,11600,11650,10850
29/05/2018,11600,10900,11600,10900
30/05/2018,11500,11600,11750,11400
31/05/2018,11750,11450,11850,11400
1/6/2018,11750,11700,12000,11700
4/6/2018,12550,12000,12550,12000
5/6/2018,12900,12700,13150,12600
6/6/2018,13300,12800,13450,12700
7/6/2018,13000,13300,13350,12950
8/6/2018,12900,13000,13100,12850
11/6/2018,12600,12800,12900,12600
12/6/2018,12800,12500,12950,12350
13/06/2018,12800,12800,12950,12700
14/06/2018,12550,12750,12800,12500
15/06/2018,12400,12400,12600,12350
18/06/2018,12000,12400,12550,11850
19/06/2018,11700,11950,11950,11300
20/06/2018,12000,11750,12000,11600
21/06/2018,11700,11900,12000,11650
22/06/2018,12000,11600,12050,11600
25/06/2018,12150,12350,12350,12050
26/06/2018,12000,11900,12050,11850
27/06/2018,11800,12000,12200,11800
28/06/2018,11550,11800,11850,11400
29/06/2018,11550,11600,11700,11500
2/7/2018,11100,11550,11550,11100
3/7/2018,10350,11200,11250,10350
4/7/2018,10300,10500,10650,10250
5/7/2018,9720,10250,10350,9670
6/7/2018,10400,9800,10400,9700
9/7/2018,10400,10550,10750,10400
10/7/2018,10400,10400,10600,10400
11/7/2018,10000,10200,10300,9850
12/7/2018,10150,10000,10450,10000
13/07/2018,10450,10350,10500,10300
16/07/2018,10500,10550,10700,10450
17/07/2018,10750,10450,10800,10450
18/07/2018,11200,10850,11200,10800
19/07/2018,11000,11200,11200,10900
20/07/2018,11000,10950,11100,10800
23/07/2018,11750,11300,11750,11250
24/07/2018,11400,11600,11800,11400
25/07/2018,11200,11400,11550,11200
26/07/2018,11250,11200,11350,11050
27/07/2018,11200,11300,11400,11200
30/07/2018,11500,11300,11550,11250
31/07/2018,11450,11500,11700,11350
1/8/2018,11300,11450,11550,11300
2/8/2018,11050,11250,11300,10950
3/8/2018,11050,11250,11300,11050
6/8/2018,11150,11050,11350,11000
7/8/2018,11150,11200,11250,11050
8/8/2018,11350,11200,11350,11100
9/8/2018,11300,11400,11650,11200
10/8/2018,11250,11250,11350,11200
13/08/2018,11800,11250,11800,11200
14/08/2018,11600,11800,11850,11600
15/08/2018,11400,11700,11750,11350
16/08/2018,11400,11300,11400,11150
17/08/2018,11200,11550,11600,11200
20/08/2018,11150,11200,11300,11150
21/08/2018,11200,11150,11300,11150
22/08/2018,11450,11500,11600,11400
23/08/2018,11400,11450,11500,11350
24/08/2018,11300,11350,11450,11250
27/08/2018,11400,11400,11550,11350
28/08/2018,11500,11500,11550,11400
29/08/2018,11400,11500,11550,11350
30/08/2018,11500,11450,11550,11300
31/08/2018,11350,11550,11550,11350
4/9/2018,11250,11350,11400,11200
5/9/2018,11100,11250,11250,11050
6/9/2018,11050,11150,11200,11000
7/9/2018,11300,11300,11500,11250
10/9/2018,11750,11350,11800,11350
11/9/2018,11800,11750,11850,11600
12/9/2018,12100,12000,12300,11900
13/09/2018,12050,12200,12200,12050
14/09/2018,12000,12100,12200,11950
17/09/2018,11850,12000,12050,11850
18/09/2018,12400,11800,12400,11650
19/09/2018,12550,12450,12750,12350
20/09/2018,12650,12550,12650,12500
21/09/2018,12700,12650,12900,12600
24/09/2018,12550,12800,12850,12500
25/09/2018,12650,12550,12800,12500
26/09/2018,12700,12600,12900,12600
27/09/2018,12650,12750,12850,12600
28/09/2018,13500,12700,13500,12650
1/10/2018,13850,13800,14400,13700
2/10/2018,13900,13900,14050,13700
3/10/2018,13850,13800,14050,13800
4/10/2018,13850,13900,13950,13800
5/10/2018,13800,13800,14300,13750
8/10/2018,13850,13650,13950,13600
9/10/2018,13550,13950,13950,13400
10/10/2018,13400,13500,13600,13300
11/10/2018,12500,12950,13100,12500
12/10/2018,13050,12400,13100,12300
15/10/2018,12950,13000,13200,12900
16/10/2018,13600,13000,13600,13000
17/10/2018,13550,13900,13900,13450
18/10/2018,13500,13350,13850,13350
19/10/2018,13450,13300,13600,13250
22/10/2018,12950,13350,13500,12950
23/10/2018,12550,12800,12950,12350
24/10/2018,12600,12600,12850,12550
25/10/2018,12550,11950,12650,11950
26/10/2018,12300,12750,12750,12300
29/10/2018,12000,12300,12350,11950
30/10/2018,11950,11950,12300,11900
31/10/2018,12500,12200,12500,12150
1/11/2018,12200,12550,12600,12200
2/11/2018,12400,12350,12550,12200
5/11/2018,12350,12300,12400,12200
6/11/2018,12250,12400,12500,12250
7/11/2018,12700,12250,12800,12150
8/11/2018,12600,12950,12950,12600
9/11/2018,12350,12550,12650,12350
12/11/2018,12200,12200,12350,12050
13/11/2018,12000,12000,12200,11950
14/11/2018,11950,12000,12200,11950
15/11/2018,12000,12000,12050,11850
16/11/2018,12100,12100,12250,12000
19/11/2018,12300,12250,12350,12100
20/11/2018,12200,12250,12300,12150
21/11/2018,12250,12050,12250,12050
22/11/2018,12400,12300,12450,12250
23/11/2018,12250,12300,12400,12250
26/11/2018,12300,12250,12300,12150
27/11/2018,12150,12300,12400,12150
28/11/2018,12250,12100,12250,12100
29/11/2018,12150,12300,12350,12150
30/11/2018,12150,12150,12250,12100
3/12/2018,12800,12400,12800,12300
4/12/2018,12800,12800,12900,12650
5/12/2018,12700,12550,12850,12550
6/12/2018,12600,12650,12750,12550
7/12/2018,12650,12650,12850,12600
10/12/2018,12500,12600,12600,12450
11/12/2018,12500,12550,12600,12450
12/12/2018,12700,12500,12750,12500
13/12/2018,12900,12800,13100,12750
14/12/2018,12800,12900,13000,12700
17/12/2018,12500,12650,12700,12500
18/12/2018,12400,12300,12450,12200
19/12/2018,12450,12450,12450,12200
20/12/2018,12250,12300,12400,12200
21/12/2018,12100,12150,12300,12100
24/12/2018,12150,12300,12450,12150
25/12/2018,11950,12000,12100,11700
26/12/2018,11950,12000,12150,11950
27/12/2018,12000,12200,12250,12000
28/12/2018,11950,12000,12150,11950
2/1/2019,11600,12000,12050,11600
3/1/2019,11100,11500,11650,11100
4/1/2019,11150,11000,11350,10900
7/1/2019,11500,11400,11600,11350
8/1/2019,11350,11500,11500,11300
9/1/2019,11400,11400,11550,11400
10/1/2019,11400,11500,11500,11350
11/1/2019,11400,11450,11500,11300
14/01/2019,11200,11400,11450,11200
15/01/2019,11300,11250,11350,11200
16/01/2019,11300,11400,11450,11300
17/01/2019,11200,11200,11400,11150
18/01/2019,11250,11250,11300,11050
21/01/2019,11700,11350,11850,11250
22/01/2019,11750,11850,11850,11700
23/01/2019,12150,11750,12250,11700
24/01/2019,12200,12100,12200,12000
25/01/2019,12300,12200,12400,12150
28/01/2019,12250,12350,12350,12100
29/01/2019,12150,12200,12200,12050
30/01/2019,12000,12150,12200,12000
31/01/2019,12300,12100,12400,12000
1/2/2019,12400,12300,12400,12200
11/2/2019,12950,12500,12950,12450
12/2/2019,13000,12850,13100,12800
13/02/2019,13000,13000,13100,12950
14/02/2019,12950,12900,13050,12900
15/02/2019,13000,12900,13050,12750
18/02/2019,13100,13050,13200,12950
19/02/2019,12800,13150,13150,12800
20/02/2019,12900,12850,13050,12700
21/02/2019,13000,12950,13000,12800
22/02/2019,13050,12800,13150,12800
25/02/2019,12900,13100,13150,12900
26/02/2019,12800,12900,12950,12700
27/02/2019,12700,12800,12900,12700
28/02/2019,12300,12750,12850,12300
1/3/2019,12650,12500,12650,12450
4/3/2019,12750,12750,12800,12650
5/3/2019,12700,12750,12900,12650
6/3/2019,12650,12700,12750,12600
7/3/2019,12800,12650,12900,12650
8/3/2019,12600,12700,12750,12550
11/3/2019,12550,12600,12650,12450
12/3/2019,12700,12600,12700,12500
13/03/2019,12800,12750,12950,12750
14/03/2019,13000,12850,13150,12750
15/03/2019,12950,13000,13050,12850
18/03/2019,12850,12950,13050,12850
19/03/2019,12700,12800,12900,12700
20/03/2019,12800,12650,12850,12650
21/03/2019,12500,12850,12900,12500
22/03/2019,12550,12600,12650,12450
25/03/2019,12250,12300,12450,12150
26/03/2019,12300,12300,12450,12300
27/03/2019,12350,12350,12400,12300
28/03/2019,12150,12300,12300,12150
29/03/2019,12200,12200,12350,12150
1/4/2019,12400,12200,12400,12200
2/4/2019,12200,12450,12500,12200
3/4/2019,12250,12200,12300,12150
4/4/2019,12300,12300,12300,12200
5/4/2019,12250,12300,12300,12200
8/4/2019,12250,12250,12300,12150
9/4/2019,12250,12300,12350,12200
10/4/2019,12100,12200,12250,12050
11/4/2019,12050,12200,12200,12050
12/4/2019,12100,12050,12150,12050
16/04/2019,12050,12000,12150,11850
17/04/2019,11900,12150,12200,11900
18/04/2019,11750,12000,12000,11750
19/04/2019,11750,11800,11900,11750
22/04/2019,11550,11800,11800,11550
23/04/2019,12050,11600,12200,11550
24/04/2019,12050,12150,12200,12050
25/04/2019,11850,12050,12050,11800
26/04/2019,11950,11850,12000,11850
2/5/2019,11900,12100,12100,11850
3/5/2019,12350,11900,12400,11900
6/5/2019,12050,12200,12200,12050
7/5/2019,12100,12150,12200,12050
8/5/2019,12150,11950,12250,11950
9/5/2019,11900,12150,12200,11850
10/5/2019,12000,12000,12050,11900
13/05/2019,11950,11950,12050,11850
14/05/2019,11900,11850,11950,11800
15/05/2019,12050,12000,12150,11950
16/05/2019,12000,12150,12150,11950
