Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,43.000000,43.849998,41.650002,43.400002,41.430092,373340
2019-01-03,42.900002,43.299999,42.000000,43.000000,41.048248,340270
2019-01-04,43.000000,45.000000,42.750000,44.950001,42.909737,424480
2019-01-07,45.400002,45.400002,43.599998,44.250000,42.241508,299950
2019-01-08,44.450001,45.500000,44.299999,44.500000,42.480164,371190
2019-01-09,44.849998,47.000000,44.849998,45.849998,43.768883,741560
2019-01-10,45.700001,46.650002,45.599998,45.950001,43.864346,350530
2019-01-11,46.099998,46.849998,45.849998,46.500000,44.389385,391920
2019-01-14,46.049999,46.299999,45.200001,45.950001,43.864346,197040
2019-01-15,46.000000,46.099998,45.599998,45.700001,43.625694,228540
2019-01-16,45.500000,46.000000,45.349998,45.599998,43.530231,237050
2019-01-17,45.299999,46.200001,45.150002,46.150002,44.055271,357490
2019-01-18,46.500000,47.349998,46.150002,47.200001,45.057610,455490
2019-01-21,47.500000,48.349998,47.150002,48.099998,45.916759,296480
2019-01-22,47.950001,49.150002,47.700001,48.700001,46.489529,310670
2019-01-23,48.500000,49.099998,48.250000,48.950001,46.728184,289710
2019-01-24,48.650002,48.750000,47.250000,47.750000,45.582649,503260
2019-01-25,47.900002,48.700001,47.799999,48.000000,45.821297,334520
2019-01-28,48.000000,48.500000,47.750000,48.150002,45.964493,290740
2019-01-29,47.750000,48.799999,47.599998,48.299999,46.107681,392580
2019-01-30,48.400002,48.799999,48.049999,48.400002,46.203144,314690
2019-01-31,48.500000,48.900002,48.250000,48.650002,46.441795,526240
2019-02-01,48.799999,49.750000,47.950001,48.099998,45.916759,602460
2019-02-04,48.200001,48.500000,47.599998,48.049999,45.869030,316270
2019-02-05,48.299999,48.700001,47.650002,48.250000,46.059948,426670
2019-02-06,48.049999,48.549999,47.150002,48.099998,45.916759,434430
2019-02-07,47.849998,48.400002,47.349998,47.349998,45.200802,446730
2019-02-08,47.099998,47.299999,46.450001,47.150002,45.009880,374500
2019-02-11,47.000000,48.250000,46.900002,47.549999,45.391724,381420
2019-02-12,48.000000,48.799999,47.750000,47.950001,45.773571,384190
2019-02-13,48.299999,49.000000,48.000000,48.150002,45.964493,550520
2019-02-14,48.500000,49.000000,43.950001,45.099998,43.052929,1862030
2019-02-15,45.049999,45.349998,43.700001,44.250000,42.241508,1250120
2019-02-18,44.349998,46.150002,43.900002,45.849998,43.768883,533760
2019-02-19,46.000000,46.299999,45.650002,45.950001,43.864346,389890
2019-02-20,46.000000,46.950001,45.599998,45.900002,43.816620,510940
2019-02-21,45.849998,47.150002,45.750000,46.799999,44.675766,560000
2019-02-22,46.849998,47.950001,46.549999,47.950001,45.773571,557770
2019-02-25,48.000000,48.750000,46.599998,48.049999,45.869030,703330
2019-02-26,47.849998,48.450001,47.549999,48.250000,46.059948,372160
2019-02-27,48.200001,48.250000,47.549999,48.200001,46.012222,298630
2019-02-28,48.049999,49.599998,48.049999,49.549999,47.300945,600380
2019-03-01,50.000000,50.599998,49.750000,50.099998,47.825974,482530
2019-03-04,50.400002,51.000000,49.150002,49.250000,47.014561,534990
2019-03-05,49.349998,49.349998,48.349998,48.950001,46.728184,570610
2019-03-06,48.950001,49.799999,48.900002,49.150002,46.919106,488640
2019-03-07,48.950001,49.400002,48.450001,48.700001,46.489529,359720
2019-03-08,49.049999,49.750000,48.000000,48.900002,46.680447,382060
2019-03-11,49.000000,49.799999,48.849998,49.349998,47.110023,292020
2019-03-12,49.650002,50.000000,49.450001,49.599998,47.348675,311140
2019-03-13,49.200001,50.400002,48.650002,50.200001,47.921444,383100
2019-03-14,50.400002,51.900002,50.200001,51.799999,49.448814,475720
2019-03-15,51.700001,51.700001,50.900002,51.500000,49.162437,454660
2019-03-18,51.500000,51.599998,50.099998,50.200001,47.921444,291840
2019-03-19,50.599998,51.400002,49.950001,50.099998,47.825974,472180
2019-03-20,51.500000,52.000000,49.849998,49.849998,47.587326,438040
2019-03-21,49.900002,50.200001,49.250000,50.000000,47.730522,212590
2019-03-22,50.400002,50.400002,49.650002,49.950001,47.682789,284550
2019-03-25,49.650002,50.599998,49.200001,50.400002,48.112366,207270
2019-03-26,50.799999,51.500000,50.799999,51.299999,48.971512,329830
2019-03-27,51.000000,51.299999,50.900002,51.200001,48.876053,189270
2019-03-28,51.000000,51.799999,51.000000,51.799999,49.448814,177430
2019-03-29,51.900002,52.000000,51.500000,51.700001,49.353359,236570
2019-04-01,51.950001,52.650002,51.849998,52.599998,50.212505,358130
2019-04-02,52.599998,53.349998,52.200001,52.700001,50.307964,324350
2019-04-03,53.049999,53.549999,52.799999,53.299999,50.880730,281120
2019-04-04,53.250000,53.799999,53.049999,53.549999,51.119385,309030
2019-04-05,53.849998,54.549999,53.299999,54.349998,51.883072,396600
2019-04-08,54.450001,54.450001,53.299999,53.750000,51.310310,383850
2019-04-09,53.799999,53.799999,52.349998,52.650002,50.260239,411520
2019-04-10,52.599998,53.049999,52.549999,52.900002,50.498890,580940
2019-04-11,53.200001,53.900002,52.750000,53.450001,51.023926,363130
2019-04-12,53.599998,54.400002,53.400002,54.150002,51.692154,520910
2019-04-15,54.200001,55.000000,53.700001,55.000000,52.503567,436070
2019-04-16,54.950001,55.450001,54.349998,54.400002,51.930805,745830
2019-04-17,54.650002,54.750000,54.150002,54.650002,52.169460,294570
2019-04-18,54.349998,54.500000,53.900002,54.450001,51.978539,264850
2019-04-23,54.349998,54.349998,53.250000,53.650002,51.546185,419380
2019-04-24,53.750000,54.150002,53.650002,53.799999,51.690300,345600
2019-04-25,53.450001,53.700001,52.900002,52.900002,50.825596,405030
2019-04-26,52.500000,54.549999,52.150002,54.549999,52.410892,742260
2019-04-29,54.950001,56.750000,54.500000,56.750000,54.524620,595140
2019-04-30,56.299999,56.599998,55.150002,55.150002,52.987370,552660
2019-05-02,55.549999,55.700001,54.049999,54.799999,52.651089,553460
2019-05-03,54.599998,56.450001,54.599998,56.299999,54.092266,338990
2019-05-06,54.849998,55.450001,54.650002,55.099998,52.939323,210590
2019-05-07,55.049999,55.900002,54.750000,54.900002,52.747166,408940
2019-05-08,54.700001,55.400002,54.700001,55.349998,53.179520,289800
2019-05-09,55.099998,55.900002,54.799999,55.200001,53.035404,348720
2019-05-10,55.049999,56.000000,55.049999,55.349998,53.179520,256150
2019-05-13,55.750000,55.750000,53.150002,53.150002,51.065792,419150
2019-05-14,53.349998,54.450001,53.250000,54.400002,52.266773,364680
2019-05-15,54.599998,55.099998,54.000000,54.900002,52.747166,337950
2019-05-16,55.200001,55.349998,53.950001,54.200001,52.074615,380930
2019-05-17,54.349998,55.750000,53.950001,55.549999,53.371674,446530
2019-05-20,55.799999,55.799999,53.299999,53.549999,51.450104,239920
2019-05-21,53.650002,54.750000,53.299999,54.599998,52.458931,225330
2019-05-22,55.500000,56.099998,55.049999,55.799999,53.611874,370440
2019-05-23,55.049999,55.250000,54.000000,54.250000,52.122658,343930
2019-05-24,54.200001,54.750000,54.150002,54.549999,52.410892,223070
