Date,Open,High,Low,Close,Adj Close,Volume
2019-06-19,83.730003,83.900002,83.139999,83.550003,79.818352,6217700
2019-06-20,84.900002,85.669998,84.419998,85.239998,81.432877,6163800
2019-06-21,85.160004,85.750000,84.599998,85.750000,81.920090,9289800
2019-06-24,86.000000,86.849998,84.370003,84.500000,80.725914,8043300
2019-06-25,84.599998,84.690002,82.160004,82.620003,78.929893,7339900
2019-06-26,83.150002,83.690002,82.440002,82.550003,78.863014,5838500
2019-06-27,82.930000,83.769997,82.930000,83.660004,79.923431,11436700
2019-06-28,83.989998,84.750000,82.669998,83.949997,80.200485,12443800
2019-07-01,84.930000,86.279999,84.900002,85.410004,81.595284,6587300
2019-07-02,85.360001,85.470001,84.220001,84.959999,81.165359,7187200
2019-07-03,85.330002,86.290001,85.120003,86.199997,82.349998,4012800
2019-07-05,85.800003,86.910004,85.419998,86.820000,82.942322,6440900
2019-07-08,86.059998,88.519997,85.970001,88.480003,84.528160,7052000
2019-07-09,88.099998,88.800003,87.820000,88.040001,84.107803,6219700
2019-07-10,88.480003,88.940002,87.389999,87.440002,83.534607,5985500
2019-07-11,87.709999,88.300003,87.400002,88.290001,84.346634,3942400
2019-07-12,88.180000,89.309998,88.010002,89.120003,85.139580,4240900
2019-07-15,89.059998,89.870003,89.059998,89.480003,85.483498,3750900
2019-07-16,89.500000,89.709999,88.570000,88.599998,84.642792,5812800
2019-07-17,88.419998,88.690002,87.440002,87.500000,83.591942,4461500
2019-07-18,87.629997,87.760002,86.760002,87.440002,83.534607,4607000
2019-07-19,87.730003,87.879997,86.480003,86.550003,82.684349,6635300
2019-07-22,86.559998,86.989998,85.830002,85.970001,82.130264,6810300
2019-07-23,86.639999,87.099998,86.230003,86.699997,82.827652,5659900
2019-07-24,86.650002,87.209999,86.309998,86.699997,82.827652,6362900
2019-07-25,86.820000,87.500000,86.589996,87.279999,83.381752,4546400
2019-07-26,87.440002,87.839996,86.769997,87.540001,83.630165,3707200
2019-07-29,87.650002,87.870003,87.180000,87.620003,83.706581,4387300
2019-07-30,86.820000,87.910004,86.360001,87.199997,83.305321,3561200
2019-07-31,87.089996,87.269997,85.550003,86.029999,82.187584,5818200
2019-08-01,85.260002,86.769997,82.699997,83.120003,79.407555,7871800
2019-08-02,82.529999,83.239998,80.790001,81.139999,77.515984,8761400
2019-08-05,79.660004,80.050003,78.190002,78.970001,75.442894,8493300
2019-08-06,79.849998,81.589996,79.489998,81.300003,77.668839,8664500
2019-08-07,80.500000,81.820000,80.089996,81.279999,77.649742,6275000
2019-08-08,81.809998,83.360001,81.610001,83.000000,79.292892,6208900
2019-08-09,83.139999,83.430000,81.320000,81.980003,78.318474,5460200
2019-08-12,81.410004,81.949997,81.180000,81.650002,78.003212,3762500
2019-08-13,81.169998,84.150002,80.849998,83.320000,79.598610,6896800
2019-08-14,81.239998,81.690002,80.510002,81.029999,77.410896,7266100
2019-08-15,80.930000,81.300003,79.440002,79.510002,75.958794,6713600
2019-08-16,80.089996,80.559998,79.250000,80.279999,76.694382,5649000
2019-08-19,82.000000,82.339996,80.830002,81.129997,77.506439,7027900
2019-08-20,80.720001,81.230003,79.449997,80.529999,76.933228,5903100
2019-08-21,81.940002,82.839996,81.629997,82.739998,79.044518,6454200
2019-08-22,83.000000,83.720001,82.500000,83.309998,79.589066,5571600
2019-08-23,82.019997,82.760002,80.029999,80.440002,76.847252,8497800
2019-08-26,81.440002,82.279999,80.739998,82.250000,78.576408,4336000
2019-08-27,82.629997,83.180000,82.000000,82.029999,78.366241,3842500
2019-08-28,81.900002,83.589996,81.720001,83.480003,79.751480,4123700
2019-08-29,84.220001,85.769997,84.169998,85.379997,81.566620,5101900
2019-08-30,85.699997,85.989998,84.410004,84.500000,80.934471,5235400
2019-09-03,84.000000,84.830002,83.620003,84.669998,81.097290,6360800
2019-09-04,85.580002,86.500000,85.500000,86.349998,82.706413,4151200
2019-09-05,87.279999,88.620003,87.279999,88.419998,84.689041,6328400
2019-09-06,88.400002,88.980003,88.019997,88.690002,84.947670,3625300
2019-09-09,88.940002,89.349998,88.419998,88.669998,84.928513,4282400
2019-09-10,88.260002,88.629997,86.290001,86.830002,83.166153,7072400
2019-09-11,86.959999,87.250000,85.870003,86.750000,83.089516,4623300
2019-09-12,87.099998,88.070000,86.220001,87.669998,83.970695,4057500
2019-09-13,88.250000,88.790001,87.300003,87.320000,83.635483,5894700
2019-09-16,87.089996,87.820000,86.669998,87.269997,83.587578,4171700
2019-09-17,86.769997,87.639999,86.470001,87.589996,83.894089,3248400
2019-09-18,87.650002,88.400002,87.209999,88.080002,84.363411,4722200
2019-09-19,88.400002,88.720001,87.510002,87.699997,83.999443,4231200
2019-09-20,88.000000,88.489998,86.669998,86.680000,83.022484,6991100
2019-09-23,86.980003,88.019997,86.800003,87.690002,83.989868,4790000
2019-09-24,88.449997,88.690002,86.760002,87.180000,83.501373,10202900
2019-09-25,91.779999,92.790001,90.150002,90.809998,86.978210,25330700
2019-09-26,91.620003,92.449997,90.250000,92.169998,88.280830,10408300
2019-09-27,91.849998,92.860001,91.599998,92.309998,88.414925,6420500
2019-09-30,92.529999,94.080002,92.500000,93.919998,89.956970,7401200
2019-10-01,94.129997,94.750000,92.059998,92.279999,88.386169,8464900
2019-10-02,91.470001,91.839996,90.570000,91.489998,87.629517,6933900
2019-10-03,91.309998,92.320000,90.349998,92.220001,88.328712,5762300
2019-10-04,92.220001,93.169998,91.930000,93.070000,89.142853,4551400
2019-10-07,92.500000,93.919998,92.400002,93.169998,89.238625,4975400
2019-10-08,90.449997,92.709999,90.410004,91.750000,87.878532,6916800
2019-10-09,92.410004,93.050003,91.820000,92.519997,88.616051,5115900
2019-10-10,93.500000,93.500000,92.720001,93.000000,89.075806,5794100
2019-10-11,94.000000,94.570000,93.559998,93.879997,89.918671,6220100
2019-10-14,94.199997,95.250000,94.050003,94.879997,90.876450,4636000
2019-10-15,95.000000,95.180000,94.120003,94.790001,90.790276,4292500
2019-10-16,94.089996,95.139999,94.070000,94.879997,90.876450,4883300
2019-10-17,95.570000,95.889999,94.970001,95.559998,91.527771,3427400
2019-10-18,94.809998,96.459999,94.800003,96.099998,92.044975,6209200
2019-10-21,96.610001,96.870003,95.419998,96.220001,92.159943,5185800
2019-10-22,96.059998,96.830002,95.519997,95.599998,91.566086,5470100
2019-10-23,95.029999,95.540001,92.120003,92.320000,88.424507,11933600
2019-10-24,92.680000,92.870003,90.989998,91.500000,87.639076,12085800
2019-10-25,91.440002,91.830002,90.750000,90.919998,87.083572,8147200
2019-10-28,91.059998,91.300003,90.169998,90.849998,87.016525,10304700
2019-10-29,90.849998,90.919998,89.129997,89.279999,85.512764,9044700
2019-10-30,89.449997,90.269997,89.349998,90.190002,86.384377,8127500
2019-10-31,90.000000,90.410004,88.940002,89.550003,85.771385,6752000
2019-11-01,90.180000,90.529999,89.000000,89.180000,85.416985,5263600
2019-11-04,90.129997,90.559998,89.320000,89.860001,86.068298,8161200
2019-11-05,90.150002,90.339996,89.540001,89.879997,86.087425,5589700
2019-11-06,90.639999,90.720001,88.739998,89.480003,85.704323,7033800
2019-11-07,90.470001,90.599998,89.769997,90.400002,86.585510,7110000
2019-11-08,90.279999,90.349998,89.290001,89.809998,86.020386,4555400
2019-11-11,89.370003,90.099998,89.370003,90.050003,86.250282,3247300
2019-11-12,90.309998,92.029999,89.489998,89.500000,85.723488,3979600
2019-11-13,89.730003,91.550003,89.570000,91.290001,87.437958,5923600
2019-11-14,91.489998,91.959999,90.720001,91.269997,87.418777,6035300
2019-11-15,92.139999,93.559998,91.959999,93.040001,89.114128,6785500
2019-11-18,93.500000,94.260002,92.910004,94.180000,90.205994,6165600
2019-11-19,94.610001,95.120003,93.059998,93.610001,89.660057,5368400
2019-11-20,94.110001,94.400002,92.769997,93.050003,89.123703,6235400
2019-11-21,92.620003,93.300003,92.070000,92.160004,88.271255,5493100
2019-11-22,92.209999,93.349998,91.930000,93.339996,89.401451,4264400
2019-11-25,93.779999,93.970001,92.739998,92.900002,88.980019,5419700
2019-11-26,93.379997,93.629997,93.019997,93.330002,89.391861,5907400
2019-11-27,93.500000,94.379997,93.500000,94.139999,90.167679,4017400
2019-11-29,94.370003,94.610001,93.389999,93.489998,89.778755,2541800
2019-12-02,94.089996,94.279999,92.980003,93.559998,89.846001,3892000
2019-12-03,92.480003,92.550003,91.309998,92.459999,88.789665,5570700
2019-12-04,92.809998,93.790001,92.730003,93.720001,89.999641,4456400
2019-12-05,95.879997,95.949997,94.680000,95.790001,91.987480,6946000
2019-12-06,96.559998,97.309998,96.379997,97.000000,93.149422,6368500
2019-12-09,97.019997,97.629997,96.160004,96.629997,92.794106,6517800
2019-12-10,96.760002,97.589996,96.629997,97.010002,93.159058,4234300
2019-12-11,96.900002,97.320000,96.650002,97.180000,93.322289,4319700
2019-12-12,97.320000,98.180000,96.900002,97.720001,93.840858,4762800
2019-12-13,97.430000,98.290001,96.910004,97.769997,93.888878,5247600
2019-12-16,98.139999,99.339996,98.059998,98.809998,94.887573,8211300
2019-12-17,99.379997,100.169998,99.050003,99.650002,95.694244,7050700
2019-12-18,100.199997,100.790001,99.580002,100.570000,96.577721,7332000
2019-12-19,100.500000,101.269997,99.629997,101.150002,97.134712,12214500
2019-12-20,101.000000,101.400002,98.849998,99.959999,95.991943,17641600
2019-12-23,100.230003,100.690002,99.550003,100.040001,96.068771,6350500
2019-12-24,99.830002,100.660004,99.760002,100.139999,96.164803,3328100
2019-12-26,100.339996,100.750000,100.110001,100.709999,96.712151,3709900
2019-12-27,101.000000,101.790001,100.989998,101.570000,97.538033,5307500
2019-12-30,101.540001,101.610001,100.459999,100.800003,96.798607,3495200
2019-12-31,100.580002,101.389999,100.510002,101.309998,97.288345,3213600
2020-01-02,101.360001,102.209999,101.019997,102.199997,98.143021,5644100
2020-01-03,100.589996,102.000000,100.309998,101.919998,97.874146,4541800
2020-01-06,100.949997,101.839996,100.870003,101.830002,97.787704,4612400
2020-01-07,101.809998,102.739998,100.809998,101.779999,97.739700,6719900
2020-01-08,101.309998,102.139999,100.849998,101.550003,97.518829,4942200
2020-01-09,101.940002,102.410004,101.389999,101.480003,97.451591,5007500
2020-01-10,101.889999,101.930000,100.760002,100.900002,96.894623,5135300
2020-01-13,101.000000,102.339996,100.820000,102.160004,98.104599,6722400
2020-01-14,102.449997,103.889999,102.349998,102.919998,98.834435,5088500
2020-01-15,103.250000,103.699997,102.480003,102.790001,98.709602,4209200
2020-01-16,102.879997,103.570000,102.849998,103.370003,99.266594,6571700
2020-01-17,103.430000,104.550003,103.339996,104.529999,100.380531,6271200
2020-01-21,104.250000,104.690002,103.809998,104.580002,100.428528,4854700
2020-01-22,105.000000,105.620003,104.419998,104.489998,100.342094,5031400
2020-01-23,104.029999,104.370003,102.620003,103.019997,98.930466,7102900
2020-01-24,103.589996,103.889999,101.660004,102.029999,97.979767,3839300
2020-01-27,98.209999,100.709999,98.010002,100.239998,96.260826,9841400
2020-01-28,100.339996,101.050003,99.519997,100.410004,96.424080,5673200
2020-01-29,101.070000,101.300003,99.169998,99.839996,95.876694,4503700
2020-01-30,99.019997,99.750000,97.370003,98.190002,94.292198,7065100
2020-01-31,98.110001,98.449997,95.919998,96.300003,92.477234,8780300
2020-02-03,99.000000,100.919998,98.570000,99.269997,95.329323,9727000
2020-02-04,101.910004,102.779999,101.260002,101.379997,97.355560,6559600
2020-02-05,101.760002,101.970001,99.529999,100.540001,96.548912,6108300
2020-02-06,100.900002,101.529999,100.160004,100.269997,96.289635,5641800
2020-02-07,99.809998,100.400002,98.970001,99.440002,95.492569,4121800
2020-02-10,99.220001,100.510002,99.000000,100.019997,96.049561,4213900
2020-02-11,100.070000,100.349998,99.440002,100.019997,96.049561,4871800
2020-02-12,100.739998,103.080002,100.440002,103.000000,98.911263,8075600
2020-02-13,102.510002,103.739998,101.680000,103.370003,99.266594,5386800
2020-02-14,103.529999,103.889999,102.449997,103.540001,99.429840,4305300
2020-02-18,103.000000,103.379997,101.610001,102.000000,97.950958,4916200
2020-02-19,102.660004,103.389999,102.430000,102.459999,98.392685,6200500
2020-02-20,102.459999,102.629997,100.550003,102.529999,98.459915,6427600
2020-02-21,102.000000,102.080002,99.629997,100.250000,96.270432,5750900
2020-02-24,95.540001,97.070000,95.250000,95.910004,92.102722,8364200
2020-02-25,96.349998,96.760002,92.620003,92.900002,89.212196,9602100
2020-02-26,93.080002,94.650002,91.989998,92.000000,88.347923,9308400
2020-02-27,90.000000,93.059998,88.500000,88.550003,85.034874,12825700
2020-02-28,86.029999,89.470001,85.150002,89.379997,86.070061,16552400
2020-03-02,89.599998,93.139999,87.910004,92.680000,89.247856,14102000
2020-03-03,92.739998,94.980003,90.570000,90.930000,87.562668,14767600
2020-03-04,92.080002,93.820000,90.839996,93.790001,90.316742,6904400
2020-03-05,91.260002,91.680000,89.940002,90.580002,87.225624,8851100
2020-03-06,88.360001,89.389999,85.879997,88.360001,85.087830,12336400
2020-03-09,81.889999,86.739998,80.919998,84.110001,80.995232,13272700
2020-03-10,86.690002,88.400002,82.879997,88.300003,85.030052,12755900
2020-03-11,84.000000,84.629997,82.070000,84.000000,80.889297,16172000
2020-03-12,78.230003,78.489998,73.000000,74.199997,71.452217,21534800
2020-03-13,78.199997,78.199997,71.760002,75.580002,72.781105,21859600
2020-03-16,65.279999,72.970001,63.369999,66.790001,64.316635,17976700
2020-03-17,67.510002,73.330002,62.400002,69.839996,67.253654,17122100
2020-03-18,64.790001,68.330002,60.000000,68.040001,65.520325,19498800
2020-03-19,67.040001,72.709999,64.150002,70.339996,67.735153,16177200
2020-03-20,71.510002,74.059998,67.199997,67.449997,64.952171,15761900
2020-03-23,65.000000,66.879997,60.580002,62.799999,60.474373,17690000
2020-03-24,65.699997,72.660004,64.000000,72.330002,69.651466,18849500
2020-03-25,80.110001,83.489998,76.199997,79.010002,76.084091,27053200
2020-03-26,80.169998,86.860001,80.010002,84.300003,81.178192,17200800
2020-03-27,81.699997,85.739998,79.510002,83.230003,80.147804,14183400
2020-03-30,84.000000,85.959999,81.500000,85.379997,82.218185,10960100
2020-03-31,85.129997,85.730003,82.400002,82.739998,79.675964,9610100
2020-04-01,79.489998,81.180000,78.529999,79.230003,76.295929,9771300
2020-04-02,79.000000,81.599998,77.160004,80.139999,77.172249,12731300
2020-04-03,79.360001,79.790001,77.910004,78.860001,75.939629,8476900
2020-04-06,81.910004,85.040001,81.209999,84.629997,81.495972,11266500
2020-04-07,88.699997,88.870003,84.029999,84.160004,81.043373,10468100
2020-04-08,84.699997,85.769997,83.610001,85.300003,82.141151,6642700
2020-04-09,86.690002,87.389999,85.160004,86.790001,83.575974,7773600
2020-04-13,85.800003,85.989998,84.139999,84.459999,81.332245,5077600
2020-04-14,85.949997,87.769997,85.480003,87.470001,84.230804,6397200
2020-04-15,84.870003,85.879997,83.709999,85.040001,81.890778,8053900
2020-04-16,85.430000,86.529999,84.550003,86.300003,83.104126,9373800
2020-04-17,89.000000,90.250000,88.360001,89.910004,86.580444,8111400
2020-04-20,88.430000,89.440002,87.519997,87.900002,84.644867,7244400
2020-04-21,85.989998,86.900002,85.089996,85.199997,82.044861,6597000
2020-04-22,86.980003,89.440002,86.419998,88.769997,85.482658,6463000
2020-04-23,88.940002,89.529999,87.260002,87.349998,84.115250,5343500
2020-04-24,88.889999,89.120003,87.650002,88.370003,85.097458,4450100
2020-04-27,88.379997,89.870003,87.309998,89.370003,86.060440,6875100
2020-04-28,90.550003,90.709999,88.629997,88.800003,85.511536,5145400
2020-04-29,90.000000,91.389999,87.830002,88.070000,84.808578,9461400
2020-04-30,87.000000,88.000000,86.510002,87.180000,83.951523,9371400
2020-05-01,85.669998,86.110001,84.809998,85.540001,82.372261,6151200
2020-05-04,84.680000,85.800003,84.309998,85.750000,82.574493,6348900
2020-05-05,86.540001,88.529999,86.029999,87.199997,83.970795,6321500
2020-05-06,88.050003,88.690002,87.430000,88.440002,85.164879,7342300
2020-05-07,89.400002,90.239998,88.379997,88.559998,85.280434,4565900
2020-05-08,90.110001,90.639999,89.589996,90.459999,87.110077,5488000
2020-05-11,89.449997,91.419998,89.139999,90.930000,87.562668,4937600
2020-05-12,91.529999,91.669998,88.150002,88.260002,84.991531,5622600
2020-05-13,87.379997,87.739998,85.199997,86.019997,82.834480,6739800
2020-05-14,85.000000,86.580002,84.110001,86.550003,83.344872,7431800
2020-05-15,85.250000,87.230003,84.879997,86.989998,83.768578,9165000
2020-05-18,90.489998,91.599998,89.879997,91.040001,87.668594,8517200
2020-05-19,90.849998,93.820000,90.820000,91.510002,88.121193,6514100
2020-05-20,93.199997,93.860001,92.699997,92.949997,89.507874,6347000
2020-05-21,92.879997,94.379997,92.370003,94.260002,90.769348,7504300
2020-05-22,94.419998,94.650002,93.349998,93.750000,90.278236,4049500
2020-05-26,95.980003,97.430000,95.279999,96.620003,93.041954,7185200
2020-05-27,98.120003,99.989998,97.620003,99.870003,96.171593,7915900
2020-05-28,100.089996,100.690002,98.250000,98.459999,94.813812,7260700
2020-05-29,98.190002,99.250000,96.930000,98.580002,95.166168,10332500
2020-06-01,98.400002,99.779999,97.889999,99.540001,96.092934,4295400
2020-06-02,99.419998,100.879997,98.820000,100.739998,97.251366,10798700
2020-06-03,101.260002,104.550003,101.120003,104.110001,100.504662,5867700
2020-06-04,103.660004,103.900002,100.470001,101.279999,97.772667,8775000
2020-06-05,104.000000,104.690002,102.129997,102.709999,99.153152,8363600
2020-06-08,103.050003,104.300003,102.709999,104.290001,100.678444,6165400
2020-06-09,102.820000,103.769997,102.430000,102.629997,99.075920,5385900
2020-06-10,103.000000,103.150002,101.709999,102.120003,98.583580,5194200
2020-06-11,98.379997,98.989998,94.879997,95.169998,91.874252,10976900
2020-06-12,97.800003,97.800003,94.739998,96.430000,93.090614,7416400
2020-06-15,93.900002,98.080002,93.440002,97.839996,94.451797,8645300
2020-06-16,101.250000,101.339996,97.720001,99.040001,95.610245,6054400
2020-06-17,99.000000,100.239998,98.889999,99.209999,95.774338,3405500
2020-06-18,98.690002,99.419998,97.849998,98.449997,95.040665,4392400
2020-06-19,99.970001,99.980003,95.779999,95.779999,92.463135,10304000
2020-06-22,96.849998,99.540001,96.019997,99.510002,96.063972,6918200
2020-06-23,101.150002,102.220001,100.709999,101.919998,98.390518,6499000
2020-06-24,100.940002,101.849998,98.089996,100.080002,96.614227,8611600
2020-06-25,99.230003,101.680000,98.800003,101.400002,97.888504,11531400
2020-06-26,98.500000,98.779999,93.570000,93.669998,90.426201,24918500
2020-06-29,93.699997,96.000000,93.699997,95.870003,92.550018,9624200
2020-06-30,96.000000,98.300003,95.639999,98.050003,94.654526,9065500
2020-07-01,98.500000,98.720001,97.110001,97.400002,94.027031,5733800
2020-07-02,98.779999,99.660004,98.019997,98.430000,95.021355,5354900
2020-07-06,99.620003,100.029999,99.040001,99.949997,96.488716,4995000
2020-07-07,99.220001,99.550003,96.919998,97.070000,93.708481,6352900
2020-07-08,97.500000,98.980003,96.959999,98.839996,95.417160,5634600
2020-07-09,98.550003,98.910004,96.370003,96.989998,93.631218,6282300
2020-07-10,97.000000,98.050003,95.720001,97.989998,94.596596,3967000
2020-07-13,98.250000,98.940002,96.260002,96.459999,93.119583,4845600
2020-07-14,96.330002,97.250000,95.510002,96.760002,93.409203,4850600
