Date;Price;Open;High;Low;Volume;Change
16/05/2018;5840,00;5860,00;5910,00;5800,00;488400,0;0,00170
17/05/2018;5870,00;5870,00;5940,00;5860,00;518000,0;0,00510
18/05/2018;5790,00;5840,00;5860,00;5770,00;687000,0;-0,01360
21/05/2018;5810,00;5890,00;5980,00;5810,00;725400,0;0,00350
22/05/2018;5730,00;5860,00;5880,00;5710,00;557100,0;-0,01380
23/05/2018;5710,00;5670,00;5830,00;5660,00;714600,0;-0,00350
24/05/2018;5770,00;5690,00;5770,00;5650,00;718700,0;0,01050
25/05/2018;5830,00;5790,00;5860,00;5720,00;584800,0;0,01040
28/05/2018;5720,00;5840,00;5850,00;5700,00;474500,0;-0,01890
29/05/2018;5730,00;5720,00;5780,00;5690,00;485100,0;0,00170
30/05/2018;5630,00;5560,00;5660,00;5530,00;717900,0;-0,01750
31/05/2018;5680,00;5710,00;5780,00;5640,00;2680000,0;0,00890
01/06/2018;5650,00;5610,00;5720,00;5590,00;543300,0;-0,00530
04/06/2018;5780,00;5710,00;5800,00;5690,00;529500,0;0,02300
05/06/2018;5880,00;5830,00;5950,00;5790,00;1070000,0;0,01730
06/06/2018;5940,00;5860,00;5960,00;5830,00;706100,0;0,01020
07/06/2018;5960,00;5980,00;6040,00;5930,00;758800,0;0,00340
08/06/2018;5980,00;5990,00;6020,00;5900,00;1070000,0;0,00340
11/06/2018;6030,00;5960,00;6050,00;5920,00;418000,0;0,00840
12/06/2018;5950,00;6030,00;6040,00;5950,00;683200,0;-0,01330
13/06/2018;5990,00;6000,00;6030,00;5950,00;474300,0;0,00670
14/06/2018;5920,00;5930,00;5980,00;5900,00;608300,0;-0,01170
15/06/2018;5940,00;5970,00;5990,00;5920,00;605200,0;0,00340
18/06/2018;5920,00;6000,00;6000,00;5910,00;461900,0;-0,00340
19/06/2018;5810,00;5850,00;5900,00;5800,00;617600,0;-0,01860
20/06/2018;5870,00;5810,00;5880,00;5750,00;579200,0;0,01030
21/06/2018;5930,00;5820,00;5950,00;5800,00;513700,0;0,01020
22/06/2018;5770,00;5830,00;5840,00;5730,00;692200,0;-0,02700
25/06/2018;5730,00;5750,00;5760,00;5700,00;411000,0;-0,00690
26/06/2018;5730,00;5670,00;5750,00;5620,00;557100,0;0,00000
27/06/2018;5740,00;5710,00;5770,00;5700,00;645400,0;0,00170
28/06/2018;5690,00;5700,00;5730,00;5650,00;648800,0;-0,00870
29/06/2018;5760,00;5790,00;5870,00;5740,00;754300,0;0,01230
02/07/2018;5570,00;5720,00;5740,00;5550,00;516100,0;-0,03300
03/07/2018;5380,00;5370,00;5460,00;5340,00;945500,0;-0,03410
04/07/2018;5350,00;5340,00;5380,00;5280,00;672500,0;-0,00560
05/07/2018;5440,00;5430,00;5490,00;5390,00;1010000,0;0,01680
06/07/2018;5420,00;5400,00;5470,00;5370,00;927800,0;-0,00370
09/07/2018;5450,00;5420,00;5490,00;5420,00;680700,0;0,00550
10/07/2018;5420,00;5500,00;5510,00;5410,00;679600,0;-0,00550
11/07/2018;5310,00;5330,00;5360,00;5230,00;658200,0;-0,02030
12/07/2018;5250,00;5350,00;5390,00;5230,00;821900,0;-0,01130
13/07/2018;5360,00;5290,00;5400,00;5250,00;851900,0;0,02100
17/07/2018;5410,00;5430,00;5490,00;5400,00;679400,0;0,00930
18/07/2018;5330,00;5450,00;5470,00;5330,00;672800,0;-0,01480
19/07/2018;5290,00;5360,00;5360,00;5280,00;663800,0;-0,00750
20/07/2018;5300,00;5310,00;5350,00;5220,00;649900,0;0,00190
23/07/2018;5320,00;5330,00;5380,00;5290,00;532000,0;0,00380
24/07/2018;5290,00;5420,00;5450,00;5260,00;561000,0;-0,00560
25/07/2018;5270,00;5300,00;5300,00;5230,00;360600,0;-0,00380
26/07/2018;5340,00;5340,00;5350,00;5310,00;361700,0;0,01330
27/07/2018;5290,00;5340,00;5340,00;5250,00;401500,0;-0,00940
30/07/2018;5230,00;5250,00;5280,00;5190,00;682500,0;-0,01130
31/07/2018;5220,00;5190,00;5260,00;5170,00;456900,0;-0,00190
01/08/2018;5350,00;5150,00;5360,00;5150,00;701700,0;0,02490
02/08/2018;5490,00;5450,00;5590,00;5400,00;857100,0;0,02620
03/08/2018;5550,00;5500,00;5600,00;5480,00;528600,0;0,01090
06/08/2018;5400,00;5550,00;5550,00;5370,00;612500,0;-0,02700
07/08/2018;5380,00;5390,00;5410,00;5340,00;370300,0;-0,00370
08/08/2018;5340,00;5390,00;5410,00;5320,00;446900,0;-0,00740
09/08/2018;5310,00;5330,00;5340,00;5280,00;332400,0;-0,00560
10/08/2018;5240,00;5370,00;5370,00;5220,00;607400,0;-0,01320
13/08/2018;5000,00;5170,00;5180,00;5000,00;597700,0;-0,04580
14/08/2018;5100,00;5090,00;5130,00;5070,00;508800,0;0,02000
15/08/2018;5190,00;5110,00;5240,00;5100,00;527300,0;0,01760
16/08/2018;5220,00;5130,00;5240,00;5070,00;627000,0;0,00580
17/08/2018;5150,00;5280,00;5330,00;5120,00;505700,0;-0,01340
20/08/2018;5170,00;5170,00;5250,00;5140,00;384600,0;0,00390
21/08/2018;5230,00;5150,00;5250,00;5100,00;471400,0;0,01160
22/08/2018;5300,00;5320,00;5390,00;5260,00;430400,0;0,01340
23/08/2018;5320,00;5270,00;5350,00;5260,00;439400,0;0,00380
24/08/2018;5400,00;5370,00;5410,00;5330,00;346400,0;0,01500
27/08/2018;5310,00;5350,00;5360,00;5260,00;406000,0;-0,01670
28/08/2018;5310,00;5320,00;5340,00;5290,00;414400,0;0,00000
29/08/2018;5300,00;5360,00;5370,00;5290,00;318200,0;-0,00190
30/08/2018;5420,00;5400,00;5480,00;5380,00;506000,0;0,02260
31/08/2018;5310,00;5300,00;5310,00;5220,00;716400,0;-0,02030
03/09/2018;5240,00;5390,00;5420,00;5240,00;562500,0;-0,01320
04/09/2018;5270,00;5230,00;5300,00;5150,00;564100,0;0,00570
05/09/2018;5360,00;5310,00;5460,00;5290,00;571100,0;0,01710
06/09/2018;5380,00;5360,00;5440,00;5280,00;538500,0;0,00370
07/09/2018;5410,00;5390,00;5460,00;5320,00;504300,0;0,00560
10/09/2018;5450,00;5380,00;5470,00;5350,00;544600,0;0,00740
11/09/2018;5570,00;5500,00;5580,00;5490,00;518500,0;0,02200
12/09/2018;5610,00;5590,00;5620,00;5530,00;486500,0;0,00720
13/09/2018;5560,00;5710,00;5770,00;5520,00;567700,0;-0,00890
14/09/2018;5680,00;5650,00;5700,00;5560,00;1370000,0;0,02160
18/09/2018;5900,00;5780,00;5940,00;5750,00;721900,0;0,03870
19/09/2018;5830,00;6000,00;6000,00;5740,00;812800,0;-0,01190
20/09/2018;5810,00;5830,00;5870,00;5730,00;1210000,0;-0,00340
21/09/2018;5880,00;5910,00;5920,00;5780,00;999100,0;0,01200
25/09/2018;5890,00;5880,00;5900,00;5800,00;689300,0;0,00170
26/09/2018;5880,00;5870,00;5900,00;5820,00;572700,0;-0,00170
27/09/2018;5940,00;5860,00;6050,00;5840,00;852900,0;0,01020
28/09/2018;6020,00;6050,00;6070,00;5940,00;884200,0;0,01350
01/10/2018;5840,00;6070,00;6080,00;5840,00;863700,0;-0,02990
02/10/2018;5770,00;5850,00;5860,00;5700,00;1100000,0;-0,01200
03/10/2018;5790,00;5730,00;5860,00;5730,00;820800,0;0,00350
04/10/2018;5670,00;5780,00;5800,00;5640,00;1010000,0;-0,02070
05/10/2018;5530,00;5550,00;5620,00;5470,00;1100000,0;-0,02470
09/10/2018;5420,00;5400,00;5470,00;5390,00;758400,0;-0,01990
10/10/2018;5430,00;5410,00;5500,00;5400,00;575300,0;0,00180
11/10/2018;5250,00;5260,00;5290,00;5210,00;731500,0;-0,03310
12/10/2018;5260,00;5150,00;5290,00;5150,00;1060000,0;0,00190
15/10/2018;5250,00;5210,00;5270,00;5200,00;805400,0;-0,00190
16/10/2018;5300,00;5250,00;5300,00;5210,00;844200,0;0,00950
17/10/2018;5430,00;5380,00;5490,00;5380,00;819500,0;0,02450
18/10/2018;5400,00;5420,00;5440,00;5380,00;656200,0;-0,00550
19/10/2018;5390,00;5300,00;5410,00;5290,00;827600,0;-0,00190
22/10/2018;5330,00;5330,00;5370,00;5260,00;593900,0;-0,01110
23/10/2018;5210,00;5300,00;5300,00;5160,00;732000,0;-0,02250
24/10/2018;5260,00;5260,00;5290,00;5190,00;751000,0;0,00960
25/10/2018;5010,00;5160,00;5180,00;4985,00;659600,0;-0,04750
26/10/2018;4925,00;4985,00;5020,00;4870,00;799200,0;-0,01700
29/10/2018;4895,00;4925,00;4965,00;4875,00;563600,0;-0,00610
30/10/2018;4915,00;4855,00;4935,00;4825,00;1420000,0;0,00410
31/10/2018;4975,00;4910,00;4985,00;4840,00;681200,0;0,01220
01/11/2018;5180,00;4995,00;5180,00;4980,00;972800,0;0,04120
02/11/2018;5290,00;5260,00;5390,00;5230,00;1260000,0;0,02120
05/11/2018;5290,00;5210,00;5320,00;5160,00;690700,0;0,00000
06/11/2018;5260,00;5330,00;5350,00;5240,00;557900,0;-0,00570
07/11/2018;5250,00;5280,00;5340,00;5230,00;718200,0;-0,00190
08/11/2018;5420,00;5340,00;5440,00;5330,00;429700,0;0,03240
09/11/2018;5360,00;5400,00;5450,00;5340,00;513800,0;-0,01110
12/11/2018;5260,00;5290,00;5350,00;5220,00;369100,0;-0,01870
13/11/2018;4960,00;5110,00;5130,00;4935,00;626400,0;-0,05700
14/11/2018;4980,00;4965,00;5020,00;4945,00;499700,0;0,00400
15/11/2018;5030,00;4920,00;5040,00;4920,00;423500,0;0,01000
16/11/2018;4985,00;5010,00;5080,00;4985,00;423000,0;-0,00890
19/11/2018;4920,00;4960,00;4990,00;4905,00;384900,0;-0,01300
20/11/2018;4755,00;4875,00;4875,00;4750,00;409400,0;-0,03350
21/11/2018;4710,00;4670,00;4720,00;4640,00;609100,0;-0,00950
22/11/2018;4800,00;4750,00;4840,00;4720,00;1140000,0;0,01910
26/11/2018;4865,00;4775,00;4875,00;4765,00;592900,0;0,01350
27/11/2018;5040,00;4935,00;5040,00;4890,00;653600,0;0,03600
28/11/2018;4920,00;4960,00;4990,00;4910,00;737700,0;-0,02380
29/11/2018;4815,00;4945,00;4975,00;4810,00;528600,0;-0,02130
30/11/2018;4890,00;4805,00;4920,00;4775,00;1010000,0;0,01560
03/12/2018;5020,00;4930,00;5060,00;4905,00;485500,0;0,02660
04/12/2018;4885,00;5020,00;5030,00;4860,00;627700,0;-0,02690
05/12/2018;4730,00;4815,00;4840,00;4715,00;580200,0;-0,03170
06/12/2018;4780,00;4720,00;4785,00;4675,00;955400,0;0,01060
07/12/2018;4920,00;4810,00;4925,00;4795,00;678000,0;0,02930
10/12/2018;4840,00;4850,00;4870,00;4780,00;663600,0;-0,01630
11/12/2018;4795,00;4830,00;4880,00;4785,00;639600,0;-0,00930
12/12/2018;5200,00;4930,00;5210,00;4900,00;1230000,0;0,08450
13/12/2018;5280,00;5240,00;5330,00;5200,00;878800,0;0,01540
14/12/2018;5110,00;5240,00;5280,00;5100,00;1390000,0;-0,03220
17/12/2018;5200,00;5110,00;5200,00;5080,00;468600,0;0,01760
18/12/2018;5100,00;5100,00;5140,00;5050,00;638600,0;-0,01920
19/12/2018;5060,00;5070,00;5100,00;4960,00;675000,0;-0,00780
20/12/2018;4815,00;4980,00;5010,00;4780,00;724900,0;-0,04840
21/12/2018;4660,00;4855,00;4895,00;4655,00;937300,0;-0,03220
25/12/2018;4405,00;4590,00;4590,00;4390,00;686500,0;-0,05470
26/12/2018;4455,00;4440,00;4480,00;4355,00;705900,0;0,01140
27/12/2018;4655,00;4585,00;4700,00;4560,00;808500,0;0,04490
28/12/2018;4680,00;4690,00;4690,00;4600,00;542800,0;0,00540
04/01/2019;4550,00;4520,00;4560,00;4435,00;687800,0;-0,02780
07/01/2019;4730,00;4685,00;4790,00;4680,00;683100,0;0,03960
08/01/2019;4700,00;4775,00;4780,00;4700,00;612000,0;-0,00630
09/01/2019;4755,00;4760,00;4850,00;4745,00;795500,0;0,01170
10/01/2019;4725,00;4760,00;4815,00;4710,00;615200,0;-0,00630
11/01/2019;4560,00;4675,00;4725,00;4560,00;1250000,0;-0,03490
15/01/2019;4705,00;4495,00;4730,00;4485,00;704400,0;0,03180
16/01/2019;4635,00;4715,00;4715,00;4620,00;404800,0;-0,01490
17/01/2019;4600,00;4625,00;4675,00;4580,00;434700,0;-0,00760
18/01/2019;4700,00;4625,00;4740,00;4600,00;467600,0;0,02170
21/01/2019;4710,00;4770,00;4840,00;4700,00;346200,0;0,00210
22/01/2019;4570,00;4710,00;4710,00;4545,00;591800,0;-0,02970
23/01/2019;4600,00;4555,00;4625,00;4520,00;594400,0;0,00660
24/01/2019;4610,00;4595,00;4630,00;4540,00;369500,0;0,00220
25/01/2019;4645,00;4595,00;4685,00;4580,00;475600,0;0,00760
28/01/2019;4670,00;4645,00;4695,00;4630,00;326600,0;0,00540
29/01/2019;4755,00;4675,00;4755,00;4630,00;610000,0;0,01820
30/01/2019;4760,00;4780,00;4800,00;4735,00;900200,0;0,00110
31/01/2019;4760,00;4855,00;4895,00;4755,00;608700,0;0,00000
01/02/2019;4785,00;4775,00;4845,00;4765,00;457000,0;0,00530
04/02/2019;4805,00;4830,00;4880,00;4780,00;438700,0;0,00420
05/02/2019;4855,00;4855,00;4875,00;4815,00;469900,0;0,01040
06/02/2019;5470,00;5370,00;5530,00;5260,00;1670000,0;0,12670
07/02/2019;5240,00;5410,00;5440,00;5190,00;928500,0;-0,04200
08/02/2019;5080,00;5110,00;5170,00;5030,00;1090000,0;-0,03050
12/02/2019;5220,00;5050,00;5230,00;5050,00;658200,0;0,02760
13/02/2019;5240,00;5190,00;5310,00;5170,00;520300,0;0,00380
14/02/2019;5230,00;5260,00;5290,00;5210,00;349600,0;-0,00190
15/02/2019;5260,00;5240,00;5260,00;5160,00;440400,0;0,00570
18/02/2019;5290,00;5330,00;5340,00;5270,00;383400,0;0,00570
19/02/2019;5300,00;5300,00;5350,00;5260,00;371100,0;0,00190
20/02/2019;5470,00;5320,00;5520,00;5310,00;641100,0;0,03210
21/02/2019;5470,00;5460,00;5520,00;5450,00;529800,0;0,00000
22/02/2019;5480,00;5500,00;5540,00;5460,00;493200,0;0,00180
25/02/2019;5580,00;5510,00;5610,00;5480,00;497200,0;0,01820
26/02/2019;5470,00;5620,00;5620,00;5460,00;681700,0;-0,01970
27/02/2019;5480,00;5480,00;5530,00;5460,00;457500,0;0,00180
28/02/2019;5480,00;5500,00;5500,00;5410,00;720400,0;0,00000
01/03/2019;5520,00;5500,00;5570,00;5500,00;495600,0;0,00730
04/03/2019;5560,00;5590,00;5600,00;5530,00;581000,0;0,00720
05/03/2019;5450,00;5480,00;5520,00;5430,00;623100,0;-0,01980
06/03/2019;5550,00;5470,00;5570,00;5460,00;785400,0;0,01830
07/03/2019;5520,00;5470,00;5520,00;5430,00;639500,0;-0,00540
08/03/2019;5460,00;5520,00;5540,00;5420,00;1220000,0;-0,01090
11/03/2019;5490,00;5460,00;5490,00;5340,00;401600,0;0,00550
12/03/2019;5580,00;5550,00;5640,00;5520,00;560000,0;0,01640
13/03/2019;5530,00;5590,00;5600,00;5450,00;461300,0;-0,00900
14/03/2019;5470,00;5530,00;5550,00;5450,00;558200,0;-0,01080
15/03/2019;5490,00;5490,00;5510,00;5450,00;963900,0;0,00370
18/03/2019;5590,00;5540,00;5590,00;5500,00;351200,0;0,01820
19/03/2019;5510,00;5580,00;5580,00;5480,00;476000,0;-0,01430
20/03/2019;5540,00;5530,00;5560,00;5480,00;396000,0;0,00540
22/03/2019;5470,00;5600,00;5600,00;5460,00;585800,0;-0,01260
25/03/2019;5470,00;5470,00;5480,00;5400,00;662000,0;0,00000
26/03/2019;5590,00;5520,00;5630,00;5520,00;755100,0;0,02190
27/03/2019;5660,00;5620,00;5680,00;5580,00;702900,0;0,01250
28/03/2019;5480,00;5610,00;5620,00;5470,00;711900,0;-0,03180
29/03/2019;5530,00;5520,00;5560,00;5490,00;461200,0;0,00910
01/04/2019;5560,00;5600,00;5650,00;5550,00;638100,0;0,00540
02/04/2019;5520,00;5590,00;5620,00;5510,00;529800,0;-0,00720
03/04/2019;5450,00;5500,00;5520,00;5440,00;599100,0;-0,01270
04/04/2019;5550,00;5470,00;5570,00;5460,00;527400,0;0,01830
05/04/2019;5620,00;5570,00;5650,00;5560,00;550500,0;0,01260
08/04/2019;5680,00;5680,00;5710,00;5640,00;501900,0;0,01070
09/04/2019;5650,00;5710,00;5710,00;5640,00;467600,0;-0,00530
10/04/2019;5680,00;5580,00;5680,00;5560,00;503100,0;0,00530
11/04/2019;5740,00;5700,00;5740,00;5670,00;422900,0;0,01060
12/04/2019;5760,00;5800,00;5800,00;5690,00;1020000,0;0,00350
15/04/2019;5890,00;5850,00;5960,00;5850,00;644700,0;0,02260
16/04/2019;5830,00;5870,00;5890,00;5800,00;525400,0;-0,01020
17/04/2019;5790,00;5820,00;5840,00;5780,00;434400,0;-0,00690
18/04/2019;5620,00;5750,00;5750,00;5620,00;555700,0;-0,02940
19/04/2019;5680,00;5750,00;5760,00;5670,00;295000,0;0,01070
22/04/2019;5650,00;5640,00;5690,00;5640,00;279000,0;-0,00530
23/04/2019;5720,00;5660,00;5740,00;5650,00;376600,0;0,01240
24/04/2019;5740,00;5710,00;5790,00;5680,00;544200,0;0,00350
25/04/2019;5860,00;5740,00;5870,00;5730,00;444600,0;0,02090
26/04/2019;5750,00;5780,00;5810,00;5730,00;547600,0;-0,01880
07/05/2019;5560,00;5710,00;5810,00;5520,00;599400,0;-0,03300
08/05/2019;5500,00;5460,00;5510,00;5410,00;649500,0;-0,01080
09/05/2019;5410,00;5470,00;5510,00;5370,00;703800,0;-0,01640
10/05/2019;5310,00;5510,00;5600,00;5240,00;1180000,0;-0,01850
13/05/2019;5320,00;5300,00;5360,00;5290,00;633700,0;0,00190
14/05/2019;5330,00;5220,00;5340,00;5170,00;513700,0;0,00190
15/05/2019;5340,00;5350,00;5400,00;5300,00;561900,0;0,00190
16/05/2019;5390,00;5340,00;5390,00;5320,00;593300,0;0,00940
17/05/2019;5440,00;5460,00;5530,00;5440,00;595400,0;0,00930
20/05/2019;5530,00;5460,00;5560,00;5460,00;412700,0;0,01650
21/05/2019;5400,00;5450,00;5490,00;5390,00;552900,0;-0,02350
22/05/2019;5430,00;5450,00;5470,00;5400,00;274700,0;0,00560
23/05/2019;5400,00;5450,00;5470,00;5380,00;341800,0;-0,00550
24/05/2019;5230,00;5400,00;5400,00;5200,00;584000,0;-0,03150
27/05/2019;5100,00;5200,00;5220,00;5100,00;397900,0;-0,02490
28/05/2019;5080,00;5080,00;5140,00;5050,00;1010000,0;-0,00390
29/05/2019;5020,00;5010,00;5040,00;4960,00;594200,0;-0,01180
30/05/2019;5040,00;4950,00;5040,00;4940,00;741500,0;0,00400
31/05/2019;4885,00;4985,00;4995,00;4870,00;979000,0;-0,03080
03/06/2019;4910,00;4845,00;4925,00;4835,00;775200,0;0,00510
04/06/2019;5030,00;5010,00;5040,00;4950,00;937200,0;0,02440
05/06/2019;4985,00;5100,00;5170,00;4950,00;798500,0;-0,00890
06/06/2019;5020,00;4930,00;5070,00;4930,00;590200,0;0,00700
07/06/2019;5080,00;5010,00;5110,00;5000,00;247400,0;0,01200
10/06/2019;5150,00;5140,00;5180,00;5120,00;587200,0;0,01380
11/06/2019;5110,00;5090,00;5130,00;5090,00;233700,0;-0,00780
12/06/2019;5100,00;5120,00;5200,00;5100,00;424500,0;-0,00200
13/06/2019;5120,00;5120,00;5180,00;5080,00;409900,0;0,00390
14/06/2019;5220,00;5180,00;5240,00;5140,00;1010000,0;0,01950
17/06/2019;5120,00;5240,00;5240,00;5070,00;424200,0;-0,01920
18/06/2019;5110,00;5080,00;5150,00;5080,00;397400,0;-0,00200
19/06/2019;5170,00;5170,00;5230,00;5160,00;379500,0;0,01170
20/06/2019;5150,00;5250,00;5260,00;5130,00;395900,0;-0,00390
21/06/2019;5040,00;5150,00;5190,00;5030,00;995800,0;-0,02140
24/06/2019;5100,00;5030,00;5130,00;5020,00;277400,0;0,01190
25/06/2019;5130,00;5110,00;5200,00;5110,00;488900,0;0,00590
26/06/2019;5180,00;5170,00;5180,00;5120,00;435900,0;0,00970
27/06/2019;5200,00;5180,00;5220,00;5140,00;349200,0;0,00390
28/06/2019;5120,00;5240,00;5240,00;5090,00;724300,0;-0,01540
01/07/2019;5260,00;5270,00;5300,00;5260,00;563000,0;0,02730
02/07/2019;5150,00;5230,00;5240,00;5140,00;454500,0;-0,02090
03/07/2019;5200,00;5150,00;5200,00;5090,00;455900,0;0,00970
04/07/2019;5230,00;5220,00;5240,00;5200,00;237400,0;0,00580
05/07/2019;5170,00;5230,00;5230,00;5120,00;369500,0;-0,01150
08/07/2019;5090,00;5130,00;5150,00;5080,00;470700,0;-0,01550
09/07/2019;5060,00;5090,00;5090,00;5010,00;467100,0;-0,00590
10/07/2019;5020,00;5040,00;5050,00;5010,00;505000,0;-0,00790
11/07/2019;5130,00;5020,00;5130,00;5020,00;245400,0;0,02190
